Question_ID,Question,KC,label
1942,"Question: At the zoo a cage had sixty-eight snakes. If forty-two were hiding, how many snakes were not hiding?
Solution: 26 (snakes)
Steps: 68-42=26",2.OA.A.1,9
2042,"Question: Shaquira is baking cookies to put in packages for a fundraiser. Shaquira has made 86 chocolate chip cookies and 42 sugar cookies. Shaquira wants to create identical packages of cookies to sell, and she must use all of the cookies. What is the greatest number of identical packages that Shaquira can make?
Solution: 2 (identical packages)
Steps: GCD(86,42)=2",6.NS.B.4,38
2074,"Question: Two neon signs are turned on at the same time. both signs blink as they are turned on. One sign blinks every 9 seconds. The other sign blinks every 15 seconds. In how many seconds will they blink together again?
Solution: 45 (seconds)
Steps: LCM[9,15]=45",6.NS.B.4,38
1566,"Question: A flash drive could hold nine gigs of data. If you needed to store four hundred sixty-two gigs, how many flash drive would you need?
Solution: 52 (flash drive)
Steps: 462/9=51 r3",4.NBT.B.6,26
1217,"Question: At a school event, adults are seated in groups of exactly 17 and children are seated in groups of exactly 15. If there are the same number of adults as children, what is the minimum number of adults attending?
Solution: 255 (adults)
Steps: LCM[17,15]=255",6.NS.B.4,38
2175,"Question: At the fair there were 10 people in line for the bumper cars. If 2 of them got tired of waiting and left and 2 more got in line, how many people would be in line?
Solution: 10 (people)
Steps: 10-2+2=10",K.OA.A.2,49
1529,"Question: A square piece of glass has an area of 64 square centimeters. How long is each side?
Solution: 8 (centimeters)
Steps: 64^(1/2)=8",4.MD.A.3,22
604,"Question: Adam has $5.00 to buy an airplane that costs $4.28. How much change will he get?
Solution: 0.72 (dollars)
Steps: 5.00-4.28=0.72",4.MD.A.2,21
1864,"Question: A chef used fifteen apples to make a pie. Now he has four apples left. How many apples did he have before he made the pie?
Solution: 19 (apples)
Steps: 15+4=19",1.OA.A.2,2
1235,"Question: Bianca wanted to drink exactly 5 bottles of water each day, so she bought 47 bottles when they were on sale. How many more bottles will she need to buy on the last day?
Solution: 3 (bottles)
Steps: 47/5=9 r2; 5-2=3",4.NBT.B.6,26
1235,"Question: Bianca wanted to drink exactly 5 bottles of water each day, so she bought 47 bottles when they were on sale. How many more bottles will she need to buy on the last day?
Solution: 3 (bottles)
Steps: 47/5=9 r2; 5-2=3",K.OA.A.2,49
440,"Question: If Lewis earns $1367.00 every week during the 5 weeks of harvest. How much money does he earn during harvest season?
Solution: 6835 (dollars)
Steps: 1367*5=6835",4.NBT.B.5,25
1584,"Question: Kaleb has to sell 710 chocolate bars to get a prize. If each box contains 5 chocolate bars, how many boxes does he need to sell?
Solution: 142 (boxes)
Steps: 710/5=142",4.NBT.B.6,26
1839,"Question: A pet store took ten birds out of a cage and had nine still left inside. How many birds were in the cage to start with?
Solution: 19 (birds)
Steps: 10+9=19",1.OA.A.1,1
1102,"Question: On Martin's first stroke, his golf ball traveled 4/5 of the distance to the hole. On his second stroke, the ball went into the hole. Martin was standing 79 meters from the hole as he took his second stroke. How many kilometers from the hole was Martin when he started?
Solution: 0.395 (kilometers)
Steps: 79 (m)*5 = 395 (m); 395/1000 (m/km) = 0.395 (km)",4.MD.A.2,21
182,"Question: There are 43 dogs, 72 fish, and 34 cats at my farm. How many pets do I have at my farm?
Solution: 149 (pets)
Steps: 43+72+34=149",2.NBT.B.6,7
1298,"Question: George is 8 years more than Christopher and Ford is 2 years younger than Christopher. The sum of their ages is 60. Find the ages of George, Christopher and Ford.
Solution: 26 (years old); 18 (years old); 16 (years old)
Steps: x:Christopher's age; (x+8)+(x-2)+x=60",6.EE.B.6,35
1577,"Question: There are two hundred eighty-seven people attending a luncheon. If a table can hold nine people, how many tables do they need?
Solution: 32 (tables)
Steps: 287/9=31 r8",4.NBT.B.6,26
1450,"Question: The numerator of a fraction is 3 less than its denominator. If the numerator is increased by 1 and the denominator is increased by 3, the fraction becomes equal to 1/2. Find the original fraction.
Solution: 2024-04-07 00:00:00
Steps: x:The numerator of a fraction; y:The denominator of a fraction; (x+1)/(y+3)=1/2; x+3=y",8.EE.C.8,47
548,"Question: There are 261 fishbowls. Each fishbowl has 23 fish. How many fish are there?
Solution: 6003 (fish)
Steps: 261*23=6003",5.NBT.B.5,32
1642,"Question: A rectangle swimming pool was 3 meters wide with a surface area of 30 square meters. What is the length of the pool?
Solution: 10 (meters)
Steps: 30/3=10",4.MD.A.3,22
501,"Question: Susie's father repaired the bookshelves in the reading room. If he has 210 books to be distributed equally on the 10 shelves he repaired, how many books will each shelf contain?
Solution: 21 (books)
Steps: 210/10=21",5.NBT.B.6,33
387,"Question: If each bus have nine rows of seats and each row of seats can accommodate 4 children, how many children can each bus accommodate?
Solution: 36 (children)
Steps: 9*4=36",3.OA.A.3,18
972,"Question: With flu season coming up, Lexi decides to make get-well-soon kits. She has 10 cans of chicken soup and 15 boxes of tissue, which she wants to use to make identical kits with no materials left over. What is the greatest number of get-well-soon kits Lexi can make?
Solution: 5 (get-well-soon kits)
Steps: GCD(10,15)=5",6.NS.B.4,38
2241,"Question: Jerry was selling his old games. He started out with sixty-eight but sold four of them. He packed the rest up putting eight games into each box. How many boxes did he have to use?
Solution: 8 (boxes)
Steps: (68-4)/8=8",3.OA.D.8,19
755,"Question: A washing machine can wash 28 pounds of clothes per day. If there are 200 pounds of clothes to be washed per day, how many pounds of clothes does the washing machine that isn't fully loaded wash per day?
Solution: 4 (pounds of clothes)
Steps: 200/28=7 r4",5.NBT.B.6,33
465,"Question: Lexie's younger brother helped pick up all the paper clips in Lexie's room. He was able to collect 81 paper clips. If he wants to distribute the paper clips in 9 boxes, how many paper clips will each box contain?
Solution: 9 (paper clips)
Steps: 81/9=9",3.OA.A.3,18
1036,"Question: Alexa and Katerina stood on a scale together. The scale read 95 pounds. Alexa knows she weighs 46 pounds. How much does Katerina weigh?
Solution: 49 (pounds)
Steps: 95-46=49",2.OA.A.1,9
521,"Question: Melody printed 53 identical snowman drawings. If she was able to prepare cards with 4 identical snowman drawings each, how many cards was she able to prepare?
Solution: 13 (cards)
Steps: 53/4=13 r1",4.NBT.B.6,26
525,"Question: Beth has 106 crayons. She gives 54 of them away to Jen. How many crayons does Beth have left?
Solution: 52 (crayons)
Steps: 106-54=52",2.NBT.B.7,8
728,"Question: Kendra took a road trip. In the afternoon, she saw 4 minivans like hers. Later, in the evening, she saw one more minivan like hers. How many minivans like hers did she see in all?
Solution: 5 (minivans)
Steps: 1+4=5",K.OA.A.2,49
434,"Question: If books came from all the 4 continents that Bryan had been into and he collected 122 books per continent, how many books does he have from all 4 continents combined?
Solution: 488 (books)
Steps: 4*122=488",4.NBT.B.5,25
911,"Question: A box of apples was delivered to Paul's Pies and Cakes. He put half of the apples aside for a pie he would make later. He put 25 of the remaining apples in the refrigerator. That left 6 apples to use in his muffins. How many apples were in the box at first?
Solution: 62 (apples)
Steps: (6+25)*2=62",3.OA.D.8,19
333,"Question: To make sure that the cake is sweet, he needs 450 lbs. of sugar. If he has 287 lbs. of sugar stored in his house, how much additional sugar will he need?
Solution: 163 (lbs)
Steps: 450-287=163",2.NBT.B.7,8
2049,"Question: Ronald and Tim both did their laundry today. Ronald does laundry every 6 days and Tim does laundry every 9 days. How many days will it be until Ronald and Tim both do laundry on the same day again?
Solution: 18 (days)
Steps: LCM[6,9]=18",6.NS.B.4,38
2189,"Question: The school's baseball team had two new players and twenty-two returning players. If the coach put them into groups with three players in each group, how many groups would there be?
Solution: 8 (groups)
Steps: (2+22)/3=8",3.OA.D.8,19
979,"Question: Heather enjoys bird-watching and observed two types of birds traveling this season: ducks and seagulls. While the ducks traveled in flocks of 18, the seagulls traveled in flocks of 10. If Heather observed the same total number of ducks and seagulls, what is the smallest number of ducks that she could have observed?
Solution: 90 (ducks)
Steps: LCM[18,10]=90",6.NS.B.4,38
106,"Question: The elephant had 407 peanuts. She ate 129 of them. How many peanuts did the elephant have left?
Solution: 278 (peanuts)
Steps: 407-129=278",2.NBT.B.7,8
1110,"Question: Luz and Raya talked for one hour and 21 minutes on the phone. They ended talking at 1:06 a.m. What time did they start talking with each other?
Solution: 11:45 p.m.
Steps: 24*60 (min/hour) + 1*60 (min/hour) + 6 (min) = 1506 (min); 1*60 (min/hour) + 21 (min) = 81 (min); (1506-81)/60 (min/hour)=23 r45; hh:mm=23:45=11:45 p.m.",4.MD.A.2,21
1110,"Question: Luz and Raya talked for one hour and 21 minutes on the phone. They ended talking at 1:06 a.m. What time did they start talking with each other?
Solution: 11:45 p.m.
Steps: 24*60 (min/hour) + 1*60 (min/hour) + 6 (min) = 1506 (min); 1*60 (min/hour) + 21 (min) = 81 (min); (1506-81)/60 (min/hour)=23 r45; hh:mm=23:45=11:45 p.m.",5.NBT.B.5,32
1110,"Question: Luz and Raya talked for one hour and 21 minutes on the phone. They ended talking at 1:06 a.m. What time did they start talking with each other?
Solution: 11:45 p.m.
Steps: 24*60 (min/hour) + 1*60 (min/hour) + 6 (min) = 1506 (min); 1*60 (min/hour) + 21 (min) = 81 (min); (1506-81)/60 (min/hour)=23 r45; hh:mm=23:45=11:45 p.m.",5.NBT.B.6,33
2195,"Question: Haley's old washing machine could only wash seven pieces of clothing at a time. If she had to wash two shirts and thirty-three sweaters, how many loads would she have to do?
Solution: 5 (loads)
Steps: (2+33)/7=5",3.OA.D.8,19
706,"Question: A shop stocked 22 pairs of large-size shoes, 50 pairs of medium-size shoes and 24 pairs of small-size shoes. After selling some of the shoes, it had 13 pairs of shoes left. How many pairs of shoes did the shop sell?
Solution: 83 (pairs of shoes)
Steps: 22+50+24-13=83",2.OA.A.1,9
812,"Question: There was 1,050 ml of tea in a pot. Anna poured the tea into some cups. If there were 65 ml of tea in each cup, how many cups were filled with tea?
Solution: 16 (cups)
Steps: 1050/65=16 r10",5.NBT.B.6,33
1782,"Question: Olivia had 11 quarters. If she spent 4 of them buying a soda, how many coins did she have left?
Solution: 7 (coins)
Steps: 11-4=7",1.OA.A.1,1
1015,"Question: Liz and Jenn had a book sale. They sold 27 detective books and 15 puzzle books. How many books did they sell altogether?
Solution: 42 (books)
Steps: 27+15=42",2.OA.A.1,9
1220,"Question: This afternoon, Alec noticed that the number of the page assigned for homework is divisible by both 4 and 13. What is the smallest possible page number that could have been assigned?
Solution: 52 (page number)
Steps: LCM[4,13]=52",6.NS.B.4,38
34,"Question: Mrs. Hilt bought a yoyo for 24 cents and a whistle for 14 cents. How much did she spend in all for the two toys?
Solution: 38 (cents)
Steps: 24+14=38",2.OA.A.1,9
759,"Question: If Simon needs to make 519 gift bags at a rate of 42 bags per day, how many gift bags will he make on the last day?
Solution: 15 (gift bags)
Steps: 519/42=12 r15",5.NBT.B.6,33
650,"Question: Bert runs 2 miles every day. How many miles will Bert run in 3 weeks?
Solution: 42 (miles)
Steps: (3*7)*2=42",4.MD.A.2,21
650,"Question: Bert runs 2 miles every day. How many miles will Bert run in 3 weeks?
Solution: 42 (miles)
Steps: (3*7)*2=42",3.OA.A.3,18
358,"Question: Since pizza is a favorite in Kevin's family, they also bought some. His sister bought 48 slices of pizza and his brother bought 48 as well. How many slices of pizza do they have for their neighbors if the family already ate 27 slices?
Solution: 69 (slices of pizza)
Steps: (48+48)-27=69",2.OA.A.1,9
966,"Question: Mikayla has a huge collection of music CDs. She gave 15 CDs to her friend. Now she has 78 CDs left. How many CDs were in Mikayla's collection at first?
Solution: 93 (CDs)
Steps: 15+78=93",2.OA.A.1,9
2106,"Question: A florist needed to use 2 pounds of fertilizer for 9 days and then on the final day use the normal amount plus another 4 pounds. How many pounds of fertilizer will she use all together?
Solution: 22 (pounds of fertilizer)
Steps: 2*9+4=22",3.OA.D.8,19
230,"Question: If the group was able to make 65 recycled materials from what they gathered and the teachers were able to make 28, how many recycled products will they be able to sell at the fair?
Solution: 93 (recycled products)
Steps: 65+28=93",2.OA.A.1,9
1085,"Question: 3 tons of mulch cost $15,000.00. What is the price per pound?
Solution: 2.5 (dollars)
Steps: 15000 (dollar)/(3 * 2000 (pound/ton))=2.50 (dollar/pound)",4.MD.A.2,21
1952,"Question: Paige had 2 pencils in her desk, 2 in her backpack and 15 at home. How many pencils does Paige have?
Solution: 19 (pencils)
Steps: 2+2+15=19",1.OA.A.2,2
367,"Question: She then went to three orphanages and donated a total of $650.00. If she gave $175.00 to the first orphanage and $250.00 to the third, how much did she donate to the second orphanage?
Solution: 225 (dollars)
Steps: 650-(175+250)=225",2.NBT.B.7,8
1567,"Question: A new video game console needs five computer chips. If a machine can create four hundred sixty-seven computer chips a day, how many video game consoles can be created in a day?
Solution: 93 (video game consoles)
Steps: 467/5=93 r2",4.NBT.B.6,26
2001,"Question: Amy had 26 music files and 36 video files on her flash drive. If she deleted 48 of the files, how many files were still on her flash drive?
Solution: 14 (files)
Steps: (26+36)-48=14",2.OA.A.1,9
737,"Question: Every day, Ryan spends 4 hours on learning English and 3 hours on learning Chinese. How many hours does he spend on learning English and Chinese in all?
Solution: 7 (hours)
Steps: 4+3=7",K.OA.A.2,49
2046,"Question: Rafaela is a physical education teacher and has 25 girls and 35 boys in her class. She wants to divide the class into teams of the same size, where each team has the same number of girls and the same number of boys. If Rafaela creates the greatest number of teams possible, how many boys will be on each team?
Solution: 7 (boys)
Steps: GCD(25,35)=5; 35/5=7",6.NS.B.4,38
2046,"Question: Rafaela is a physical education teacher and has 25 girls and 35 boys in her class. She wants to divide the class into teams of the same size, where each team has the same number of girls and the same number of boys. If Rafaela creates the greatest number of teams possible, how many boys will be on each team?
Solution: 7 (boys)
Steps: GCD(25,35)=5; 35/5=7",3.OA.A.3,18
87,"Question: Mrs. Sheridan has 22 fish. Her sister gave her 47 more fish. How many fish does she have now?
Solution: 69 (fish)
Steps: 22+47=69",2.OA.A.1,9
73,"Question: Sandy had twenty-six pet fish. She bought six more fish. How many pet fish does Sandy have now?
Solution: 32 (pet fish)
Steps: 26+6=32",2.OA.A.1,9
1930,"Question: Will was picking up sticks from his yard. He picked up thirty-eight but there were still sixty-one left. How many sticks were originally in the yard?
Solution: 99 (sticks)
Steps: 38+61=99",2.OA.A.1,9
53,"Question: The Litter Patrol picked up 10 glass bottles and 8 aluminum cans on Saturday. How many pieces of litter did they pick up altogether?
Solution: 18 (pieces)
Steps: 10+8=18",1.OA.A.1,1
112,"Question: Finn has 89 goldfish. 32 of the goldfish die. How many goldfish are left?
Solution: 57 (goldfish)
Steps: 89-32=57",2.OA.A.1,9
125,"Question: Todd has some gum. Steve gave him 16 more pieces of gum. Now Todd has 54 pieces of gum. How many pieces did Todd have to start with?
Solution: 38 (pieces)
Steps: 54-16=38",2.OA.A.1,9
1131,"Question: Armand cuts a piece of wire into two smaller pieces that are in a ratio 7:5. The shorter piece is 40 cm. What was the length of the original piece of wire?
Solution: 96 (cm)
Steps: 5:12=40:96",6.RP.A.3,40
1737,"Question: Emily was helping her mom pick apples from the tree in their front yard. Together they picked fourteen totals. If six of the apples weren't ripe yet, how many good apples did they pick?
Solution: 8 (good apples)
Steps: 14-6=8",1.OA.A.1,1
345,"Question: They served a total of 179 adults and 141 children, if 156 of all the people they served are male, how many are female?
Solution: 164 (people)
Steps: (179+141)-156=164",2.NBT.B.7,8
59,"Question: Roden went to a pet shop. He bought 15 gold fish and 7 blue fish. How many fish did he buy?
Solution: 22 (fish)
Steps: 15+7=22",2.OA.A.1,9
922,"Question: The zookeeper has 68 fish to feed to the penguins. 19 penguins have already gotten a fish. The zoo has 36 penguins. How many more penguins need to get a fish?
Solution: 17 (penguins)
Steps: 36-19=17",2.OA.A.1,9
1510,"Question: A piece of square paper has a perimeter of 32 centimeters. Nicky's dog, Rocky, tore off 1/4 of the paper. What is the area of the remaining paper?
Solution: 48 (square centimeters)
Steps: (32/4)^2*(1-(1/4))=48",4.MD.A.3,22
245,"Question: Being concerned with the ecology of lakes, Hazel and her dad returned the youngling fishes they caught. If they took 23 fishes from Lake Ontario and Erie, 30 fishes from Lake Huron and Michigan and 44 from Lake Superior, how many fishes will they bring home with them?
Solution: 97 (fishes)
Steps: 23+30+44=97",2.OA.A.1,9
1765,"Question: John was drawing super heroes one sheet of scrap paper. He drew fifteen pictures total. If he drew nine on the back. How many heroes did he draw on the front?
Solution: 6 (heroes)
Steps: 15-9=6",1.OA.A.1,1
157,"Question: On Tuesday, Mrs. Hilt saw 88 raisins on a tray in the cafeteria. That was 8 more raisins than she saw the day before. How many raisins were on the table on Monday?
Solution: 80 (raisins)
Steps: 88-8=80",2.OA.A.1,9
968,"Question: There are 28 students in Mrs. Riley's class but she only has 19 pencils. How many more pencils does Mrs. Riley need?
Solution: 9 (pencils)
Steps: 28-19=9",2.OA.A.1,9
1802,"Question: A group of 4 friends were playing video games. Later 3 more friends came over. How many people were there total?
Solution: 7 (people)
Steps: 4+3=7",K.OA.A.2,49
26,"Question: 1 lonely pigeons was eating breadcrumbs. Another pigeon came to eat breadcrumbs, too. How many pigeons are eating breadcrumbs now?
Solution: 2 (pigeons)
Steps: 1+1=2",K.OA.A.2,49
2230,"Question: Faye picked eighty-eight flowers for her friend's wedding. She was making bouquets with five flowers in each one. If forty-eight of the flowers wilted before the wedding, how many bouquets could she still make?
Solution: 8 (bouquets)
Steps: (88-48)/5=8",3.OA.D.8,19
806,"Question: A tourist group has 26 people. At a hotel, they want to rent some large rooms for 3 people each and some small rooms for 2 each. In order to rent the least number of rooms and have every room fully occupied, how many large rooms should be rented?
Solution: 8 (large rooms)
Steps: 26/3=8 r2",4.NBT.B.6,26
1893,"Question: Olivia owned ninety-three pennies. After she bought an apple, she had fifty-six pennies left. How many did she spend for the apple?
Solution: 37 (pennies)
Steps: 93-56=37",2.OA.A.1,9
4,"Question: Allan brought two balloons and Jake brought four balloons to the park. How many balloons did Allan and Jake have in the park?
Solution: 6 (balloons)
Steps: 2+4=6",K.OA.A.2,49
1698,"Question: An ice company charged $1.46 for 2 bags of ice. If a convenience store bought 4 bags of ice, how much would it have cost them?
Solution: 2.92 (dollars)
Steps: (1.46/2)*4=2.92",4.MD.A.2,21
969,"Question: A committee organizing a marathon has 16 jugs of water and 12 jugs of sports drink. The committee would like to set up a number of refreshment stations along the marathon course, with the same combination of jugs of water and jugs of sports drink at each station, with no beverages left over. What is the greatest number of refreshment stations that can be set up?
Solution: 4 (refreshment stations)
Steps: GCD(16,12)=4",6.NS.B.4,38
955,"Question: Diane wants to buy a package of cookies. The cookies cost 65 cents. Diane has 27 cents. How much more money does she need?
Solution: 38 (cents)
Steps: 65-27=38",2.OA.A.1,9
904,"Question: Kyle bought 3 presents. The first present cost $18. The second present cost $7 more than the first. The third present cost $11 less than the first. How much did Kyle pay for all 3 presents?
Solution: 50 (dollars)
Steps: 18+(18+7)+(18-11)=50",2.NBT.B.5,6
1576,"Question: A school had nine hundred thirty-five students sign up for the trivia teams. If they wanted to have six team, with the same number of students on each team, how many more students would need to sign up?
Solution: 1 (student)
Steps: 935/6=155 r5; 6-5=1",4.NBT.B.6,26
1576,"Question: A school had nine hundred thirty-five students sign up for the trivia teams. If they wanted to have six team, with the same number of students on each team, how many more students would need to sign up?
Solution: 1 (student)
Steps: 935/6=155 r5; 6-5=1",K.OA.A.2,49
426,"Question: Dean went to the beach with his friends to enjoy the last weeks of summer. When they got to the beach, they rented a house for them to stay in for a couple of weeks. If there are seven of them including Dean, and each paid $70.00 for the rent, how much did they pay in total?
Solution: 490 (dollars)
Steps: 7*70=490",3.NBT.A.3,14
611,"Question: Lisa rented 4 DVDs for $4.80. How much did each DVD cost to rent?
Solution: 1.2 (dollars)
Steps: 4.80/4=1.20",4.MD.A.2,21
1840,"Question: Rachel picked three apples from her tree. Now the tree has four apples still on it. How many apples did the tree have to begin with?
Solution: 7 (apples)
Steps: 3+4=7",K.OA.A.2,49
1291,"Question: Amy had some candy. She gave her friend six pieces and had five left. What's the difference between of the pieces of candy Amy gave away and the left?
Solution: 1 (pieces of candy)
Steps: 6-5=1",K.OA.A.2,49
2038,"Question: Peter's Party Zone sells cups in packages of 6 and plates in packages of 8. Shaniya is hosting a birthday party for her little sister and wants to have the same number of each item. What is the least number of packages of plates Shaniya needs to buy?
Solution: 24 (packages of plates)
Steps: LCM(6,8)=24",6.NS.B.4,38
2062,"Question: In a morning walk, two persons start off together. Their steps measure 75 cm, and 90 cm respectively. What is the minimum distance each should walk so that all can cover the same distance in complete steps?
Solution: 450 (cm)
Steps: LCM[75,90]=450",6.NS.B.4,38
1502,"Question: A square garden has a perimeter of 48 meters. A pond inside the garden has an area of 20 square meters. What is the area of the garden that is not taken up by the pond?
Solution: 124 (square meters)
Steps: ((48/4)^2)-20=124",4.MD.A.3,22
1502,"Question: A square garden has a perimeter of 48 meters. A pond inside the garden has an area of 20 square meters. What is the area of the garden that is not taken up by the pond?
Solution: 124 (square meters)
Steps: ((48/4)^2)-20=124",3.G.A.1,11
633,"Question: Rug A is 8 feet by 4 feet, and Rug B is 5 feet by 7 feet. Which rug should Mrs. Hilt buy if she wants the rug with the biggest area?
Solution: Rug B
Steps: 8*4=32 square feet(Rug A) < 5*7=35 square feet(Rug B)",4.MD.A.3,22
633,"Question: Rug A is 8 feet by 4 feet, and Rug B is 5 feet by 7 feet. Which rug should Mrs. Hilt buy if she wants the rug with the biggest area?
Solution: Rug B
Steps: 8*4=32 square feet(Rug A) < 5*7=35 square feet(Rug B)",1.NBT.B.3,0
937,"Question: Dora is having her tenth birthday party next Saurday. She invited 64 people. Her mom ordered 36 sandwiches. 16 people can not come to the party. How many people will be at Dora's party?
Solution: 48 (people)
Steps: 64-16=48",2.OA.A.1,9
741,"Question: Beryl has 88 radishes. She puts them into two baskets. If there are 37 radishes in the first basket, how many more radishes are there in the second basket than the first?
Solution: 14 (radishes)
Steps: 88-37*2=14",3.OA.D.8,19
2048,"Question: Two of the lights at the local stadium are flickering. They both just flickered at the same time. One of the lights flickers every 7 seconds and the other light flickers every 8 seconds. How many seconds until both lights will flicker at the same time again?
Solution: 56 (seconds)
Steps: LCM[7,8]=56",6.NS.B.4,38
215,"Question: After Sam and Bob left, Mary, John and Sue decided to go home as well. They counted the total amount of treats that the three of them got. They were able to sort out 60 chewing gums, 55 chocolate bars and another 40 candies of different flavors. How many treats did Mary, John and Sue have in total?
Solution: 155 (treats)
Steps: 60+55+40=155",2.NBT.B.6,7
1353,"Question: Kim wants to buy a new watch that costs $87.60. How much change does she receive if she gives the cashier $100?
Solution: 12.4 (dollars)
Steps: 100-87.6=12.4",4.MD.A.2,21
1372,"Question: There were eight red roses and two white roses in the vase. Melanie cut some more roses from her flower garden. There are now fourteen red roses in the vase. How many red roses did she cut ?
Solution: 6 (red roses)
Steps: 14-8=6",1.OA.A.1,1
1272,"Question: Oliver was weighing boxes for moving. The first was 2 pounds, the second was 3 pounds and the last was 13 pounds. What's the difference between the weight of the first box and the third box?
Solution: 11 (pounds)
Steps: 13-2=11",1.OA.A.1,1
292,"Question: The next museum on her list is the Guggenheim in New York as well. There she gave 51 sets of Egyptian mask from her collection of 90. How many sets of masks were left in Alicia's collection?
Solution: 39 (sets of masks)
Steps: 90-51=39",2.OA.A.1,9
1951,"Question: At the fair Rachel spent 2 dollars on rides, 8 dollars on games and 2 dollars on food. How much money did she spend total?
Solution: 12 (dollars)
Steps: 2+8+2=12",1.OA.A.2,2
607,"Question: Mr. Guzman bought 48 doughnuts packed equally into 4 boxes. How many doughnuts were in each box?
Solution: 12 (doughnuts)
Steps: 48/4=12",3.OA.A.3,18
1795,"Question: Billy bought 7 boxes of candy with each box having 3 pieces inside of it. How many pieces of candy did he have totaled?
Solution: 21 (pieces of candy)
Steps: 7*3=21",3.OA.A.3,18
1412,"Question: 5 years hence the age of a father shall be three times the age of his son while 5 years earlier the age of father was 7 times the age of his son. Find the present ages.
Solution: 40 (years old); 10 (years old)
Steps: x:The age of the father; y:The age of the father's son; x+5=3(y+5); x-5=7(y-5)",8.EE.C.8,47
2278,"Question: Billy had 72 Lemon Heads. If Billy gave equal numbers of Lemon Heads to his 6 friends, how many Lemon Heads did each person eat?
Solution: 12 (Lemon Heads)
Steps: 72/6=12",3.OA.A.3,18
2012,"Question: Cody had 45 dollars. For his birthday he got 9 more dollars but spent 19 on a new game. How much money does he have now?
Solution: 35 (dollars)
Steps: 45+9-19=35",2.OA.A.1,9
668,"Question: Ruth has 8 white buttons. She has 6 fewer brown buttons than white buttons. Ruth has 3 more gray buttons than brown buttons. How many buttons does Ruth have in all?
Solution: 15 (buttons)
Steps: 8-6=2; 2+3=5; 8+2+5=15",K.OA.A.2,49
668,"Question: Ruth has 8 white buttons. She has 6 fewer brown buttons than white buttons. Ruth has 3 more gray buttons than brown buttons. How many buttons does Ruth have in all?
Solution: 15 (buttons)
Steps: 8-6=2; 2+3=5; 8+2+5=15",1.OA.A.1,1
120,"Question: Cindy has 105 stickers. She uses 23 stickers. She buys 45 more stickers. How many stickers does Cindy have now?
Solution: 127 (stickers)
Steps: 105-23+45=127",2.NBT.B.7,8
180,"Question: Dan has $3.00. He bought a candy bar for $1.00. How much money is left?
Solution: 2 (dollars)
Steps: 3.00-1.00=2.00",K.OA.A.2,49
858,"Question: In a live concert, 425 boys and 300 girls participated. Find the ratio of boys to girls.
Solution: 17:12:00
Steps: 425:300=17:12",6.RP.A.1,39
2281,"Question: There are 9 students in the class and 27 Skittles. If the Skittles are divided equally among the students, how many does each student get?
Solution: 3 (Skittles)
Steps: 27/9=3",3.OA.A.3,18
1352,"Question: Donna and her friend found some money. They split the money evenly, each getting $32.50. How much money did they find?
Solution: 65.0 (dollars)
Steps: 32.5*2=65.0",4.MD.A.2,21
652,"Question: Sara's mother gave her $69 to go to the store. Sara bought 3 loaves of bread and 5 cartons of orange juice. Each loaf of bread cost $2 and each carton of orange juice cost $3. How much money does Sara have left?
Solution: 48 (dollars)
Steps: 69-(3*2)-(5*3)=48",3.OA.A.3,18
652,"Question: Sara's mother gave her $69 to go to the store. Sara bought 3 loaves of bread and 5 cartons of orange juice. Each loaf of bread cost $2 and each carton of orange juice cost $3. How much money does Sara have left?
Solution: 48 (dollars)
Steps: 69-(3*2)-(5*3)=48",2.OA.A.1,9
1427,"Question: A boat goes 30 km upstream and 44 km downstream in 10 hours. In 13 hours, it can go 40 km upstream and 55 km downstream. Determine the speed of the stream and that of boat in still water.
Solution: 8 (km/hour); 3 (km/hour)
Steps: x:Speed of boat in still water; y:Speed of stream; 30/(x-y)+44/(x+y)=10; 40/(x-y)+55/(x+y)=13",8.EE.C.8,47
825,"Question: Tommy's dog is 24 cm tall. Sara's pet dog is 12 cm taller than Tommy's. Who has the taller dog?
Solution: Sara
Steps: 24 cm(Tommy) < 24+12=36 cm(Sara)",1.NBT.B.3,0
825,"Question: Tommy's dog is 24 cm tall. Sara's pet dog is 12 cm taller than Tommy's. Who has the taller dog?
Solution: Sara
Steps: 24 cm(Tommy) < 24+12=36 cm(Sara)",2.OA.A.1,9
491,"Question: Marian baked bread, cookies and pastries one Saturday at home for her family and friends this holiday season. She made 47 gingerbread cookies which she will distribute equally in tiny glass jars. If each jar is to contain six cookies each, how many cookies will not be placed in a jar?
Solution: 5 (cookies)
Steps: 47/6=7 r5",4.NBT.B.6,26
1928,"Question: Winnie completed eighty-six consecutive repetitions for rope jumping yesterday. Today she completed only seventy-three. How many repetitions did she fell behind?
Solution: 13 (repetitions)
Steps: 86-73=13",2.OA.A.1,9
964,"Question: Belle collected 97 animal stickers. Carolyn collected 18 fewer stickers than Belle. How many stickers did Carolyn collect?
Solution: 79 (stickers)
Steps: 97-18=79",2.OA.A.1,9
1470,"Question: Two angles of a triangle are the same size. The third angle is 3 times as large as the first. How large are the angles?
Solution: 36 (degrees); 36 (degrees); 108 (degrees)
Steps: x:The first angle of a triangle; y:The second angle of a triangle; x=y; 180-(x+y)=3x",6.EE.B.6,35
1906,"Question: Billy had seventy-four cherries. He ate seventy-two of them. How many cherries does Billy have left?
Solution: 2 (cherries)
Steps: 74-72=2",2.OA.A.1,9
